myTank.x,myTank.y,myTank.rotation,myTank.cannonRotation,myTank.velocityX,myTank.velocityY,myTank.accelerationX,myTank.accelerationY,myTank.shootCooldown,myTank.controls.turnLeft,myTank.controls.turnRight,myTank.controls.goForward,myTank.controls.goBack,myTank.controls.shoot,myTank.controls.cannonLeft,myTank.controls.cannonRight,myBullet1.x,myBullet1.y,myBullet1.velocityX,myBullet1.velocityY,myBullet2.x,myBullet2.y,myBullet2.velocityX,myBullet2.velocityY,myBullet3.x,myBullet3.y,myBullet3.velocityX,myBullet3.velocityY,enemyTank.x,enemyTank.y,enemyTank.rotation,enemyTank.cannonRotation,enemyTank.velocityX,enemyTank.velocityY,enemyTank.accelerationX,enemyTank.accelerationY,enemyTank.shootCooldown,enemyBullet1.x,enemyBullet1.y,enemyBullet1.velocityX,enemyBullet1.velocityY,enemyBullet2.x,enemyBullet2.y,enemyBullet2.velocityX,enemyBullet2.velocityY,enemyBullet3.x,enemyBullet3.y,enemyBullet3.velocityX,enemyBullet3.velocityY,currentGameTime
190.163,396.25,70.5,70.5,-0.002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.138,49.88,-252,-303,-0.263,0.847,-0.015,0.048,66,402.074,364.233,1.362,2.097,109.092,118,-1.135,2.228,0,0,0,0,30112
190.161,396.25,69,69,-0.002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.872,50.729,-250.5,-303,-0.266,0.85,-0.017,0.047,65,403.436,366.33,1.362,2.097,107.957,120.227,-1.135,2.228,0,0,0,0,30120
190.16,396.25,67.5,67.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.602,51.581,-249,-303,-0.269,0.851,-0.018,0.047,64,404.798,368.426,1.362,2.097,106.822,122.455,-1.135,2.228,0,0,0,0,30129
190.159,396.249,66,66,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.328,52.434,-247.5,-303,-0.274,0.853,-0.019,0.046,63,406.159,370.523,1.362,2.097,105.687,124.682,-1.135,2.228,0,0,0,0,30137
190.157,396.249,64.5,64.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.048,53.287,-246,-303,-0.28,0.854,-0.02,0.046,62,407.521,372.62,1.362,2.097,104.552,126.91,-1.135,2.228,0,0,0,0,30145
190.156,396.249,63,63,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.762,54.141,-244.5,-303,-0.286,0.854,-0.022,0.045,61,408.882,374.716,1.362,2.097,103.417,129.137,-1.135,2.228,0,0,0,0,30153
190.155,396.249,61.5,61.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.469,54.994,-243,-303,-0.294,0.853,-0.023,0.045,60,410.244,376.813,1.362,2.097,102.282,131.365,-1.135,2.228,0,0,0,0,30161
190.154,396.249,60,60,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.167,55.847,-241.5,-303,-0.302,0.852,-0.024,0.044,59,411.605,378.91,1.362,2.097,101.148,133.592,-1.135,2.228,0,0,0,0,30169
190.153,396.249,58.5,58.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.857,56.698,-240,-303,-0.31,0.851,-0.025,0.043,58,412.967,381.007,1.362,2.097,100.013,135.82,-1.135,2.228,0,0,0,0,30178
190.151,396.249,57,57,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.537,57.547,-238.5,-303,-0.319,0.849,-0.026,0.043,57,414.329,383.103,1.362,2.097,98.878,138.047,-1.135,2.228,0,0,0,0,30186
190.15,396.249,55.5,55.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.208,58.393,-237,-303,-0.329,0.846,-0.027,0.042,56,415.69,385.2,1.362,2.097,97.743,140.275,-1.135,2.228,0,0,0,0,30195
190.15,396.249,54,54,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.868,59.236,-235.5,-303,-0.34,0.843,-0.028,0.041,55,417.052,387.297,1.362,2.097,96.608,142.503,-1.135,2.228,0,0,0,0,30203
190.149,396.248,52.5,52.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.518,60.076,-234,-303,-0.351,0.839,-0.029,0.04,54,418.413,389.393,1.362,2.097,95.473,144.73,-1.135,2.228,0,0,0,0,30211
190.148,396.248,51,51,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.155,60.911,-232.5,-303,-0.362,0.835,-0.03,0.04,53,419.775,391.49,1.362,2.097,94.338,146.958,-1.135,2.228,0,0,0,0,30220
190.147,396.248,49.5,49.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.781,61.741,-231,-303,-0.374,0.83,-0.031,0.039,52,421.137,393.587,1.362,2.097,93.203,149.185,-1.135,2.228,0,0,0,0,30229
190.146,396.248,48,48,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.395,62.566,-229.5,-303,-0.386,0.825,-0.032,0.038,51,422.498,395.683,1.362,2.097,92.068,151.413,-1.135,2.228,0,0,0,0,30237
190.146,396.248,46.5,46.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.997,63.385,-228,-303,-0.399,0.819,-0.033,0.037,50,423.86,397.78,1.362,2.097,90.933,153.64,-1.135,2.228,0,0,0,0,30245
190.145,396.248,45,45,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.586,64.197,-226.5,-303,-0.411,0.812,-0.034,0.036,49,425.221,399.877,1.362,2.097,89.798,155.868,-1.135,2.228,0,0,0,0,30253
190.144,396.248,43.5,43.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.161,65.003,-225,-303,-0.424,0.805,-0.035,0.035,48,426.583,401.973,1.362,2.097,88.663,158.095,-1.135,2.228,0,0,0,0,30262
190.144,396.248,42,42,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.724,65.801,-223.5,-303,-0.438,0.798,-0.036,0.034,47,427.945,404.07,1.362,2.097,87.528,160.323,-1.135,2.228,0,0,0,0,30270
190.143,396.248,40.5,40.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.273,66.59,-222,-303,-0.451,0.79,-0.037,0.033,46,429.306,406.167,1.362,2.097,86.393,162.55,-1.135,2.228,0,0,0,0,30278
190.142,396.248,39,39,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.808,67.371,-220.5,-303,-0.465,0.781,-0.038,0.032,45,430.668,408.263,1.362,2.097,85.258,164.778,-1.135,2.228,0,0,0,0,30286
190.142,396.248,37.5,37.5,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.33,68.143,-219,-303,-0.478,0.772,-0.039,0.031,44,432.029,410.36,1.362,2.097,84.123,167.005,-1.135,2.228,0,0,0,0,30295
190.141,396.248,36,36,-0.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.838,68.906,-217.5,-303,-0.492,0.762,-0.04,0.03,43,433.391,412.457,1.362,2.097,82.988,169.233,-1.135,2.228,0,0,0,0,30303
190.141,396.248,34.5,34.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.332,69.658,-216,-303,-0.506,0.752,-0.04,0.029,42,434.753,414.553,1.362,2.097,81.853,171.46,-1.135,2.228,0,0,0,0,30311
190.141,396.248,33,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.812,70.399,-214.5,-303,-0.52,0.741,-0.041,0.028,41,436.114,416.65,1.362,2.097,80.718,173.688,-1.135,2.228,0,0,0,0,30320
190.14,396.248,31.5,31.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.279,71.129,-213,-303,-0.534,0.73,-0.042,0.027,40,437.476,418.747,1.362,2.097,79.583,175.915,-1.135,2.228,0,0,0,0,30328
190.14,396.247,30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.731,71.848,-211.5,-303,-0.547,0.718,-0.043,0.026,39,438.837,420.843,1.362,2.097,78.448,178.143,-1.135,2.228,0,0,0,0,30336
190.139,396.247,28.5,28.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.17,72.554,-210,-303,-0.561,0.706,-0.043,0.025,38,440.199,422.94,1.362,2.097,77.313,180.37,-1.135,2.228,0,0,0,0,30345
190.139,396.247,27,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.595,73.248,-208.5,-303,-0.575,0.694,-0.044,0.024,37,441.561,425.037,1.362,2.097,76.178,182.598,-1.135,2.228,0,0,0,0,30354
190.139,396.247,25.5,25.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.007,73.928,-207,-303,-0.588,0.681,-0.045,0.023,36,442.922,427.133,1.362,2.097,75.043,184.825,-1.135,2.228,0,0,0,0,30362
190.138,396.247,24,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.405,74.595,-205.5,-303,-0.602,0.667,-0.045,0.022,35,444.284,429.23,1.362,2.097,73.908,187.053,-1.135,2.228,0,0,0,0,30370
190.138,396.247,22.5,22.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.79,75.248,-204,-303,-0.615,0.653,-0.046,0.02,34,445.645,431.327,1.362,2.097,72.773,189.28,-1.135,2.228,0,0,0,0,30378
190.138,396.247,21,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.162,75.886,-202.5,-303,-0.628,0.638,-0.046,0.019,33,447.007,433.423,1.362,2.097,71.638,191.508,-1.135,2.228,0,0,0,0,30387
190.137,396.247,19.5,19.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.52,76.51,-201,-303,-0.641,0.624,-0.047,0.018,32,448.369,435.52,1.362,2.097,70.503,193.735,-1.135,2.228,0,0,0,0,30395
190.137,396.247,18,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.866,77.118,-199.5,-303,-0.654,0.608,-0.047,0.017,31,449.73,437.617,1.362,2.097,69.368,195.963,-1.135,2.228,0,0,0,0,30403
190.137,396.247,16.5,16.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.2,77.711,-198,-303,-0.666,0.593,-0.048,0.015,30,451.092,439.713,1.362,2.097,68.233,198.19,-1.135,2.228,0,0,0,0,30411
190.137,396.247,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.521,78.287,-196.5,-303,-0.679,0.576,-0.048,0.014,29,452.453,441.81,1.362,2.097,67.098,200.418,-1.135,2.228,0,0,0,0,30420
190.136,396.247,13.5,13.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.831,78.847,-195,-303,-0.691,0.56,-0.048,0.013,28,453.815,443.907,1.362,2.097,65.963,202.645,-1.135,2.228,0,0,0,0,30428
190.136,396.247,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.129,79.39,-193.5,-303,-0.702,0.543,-0.049,0.012,27,455.177,446.003,1.362,2.097,64.828,204.873,-1.135,2.228,0,0,0,0,30436
190.183,396.256,10.5,10.5,0.046,0.009,0.049,0.009,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.415,79.916,-192,-303,-0.714,0.526,-0.049,0.01,26,456.538,448.1,1.362,2.097,63.693,207.1,-1.135,2.228,0,0,0,0,30444
190.274,396.271,9,9,0.091,0.016,0.049,0.008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.69,80.424,-190.5,-303,-0.725,0.508,-0.049,0.009,25,457.9,450.197,1.362,2.097,62.558,209.328,-1.135,2.228,0,0,0,0,30453
190.407,396.292,7.5,7.5,0.134,0.021,0.05,0.007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.955,80.914,-189,-303,-0.735,0.49,-0.049,0.008,24,459.261,452.294,1.362,2.097,61.423,211.556,-1.135,2.228,0,0,0,0,30461
190.581,396.319,7.5,7.5,0.174,0.026,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.209,81.385,-187.5,-303,-0.746,0.472,-0.05,0.007,23,460.623,454.39,1.362,2.097,60.288,213.783,-1.135,2.228,0,0,0,0,30469
190.794,396.35,7.5,7.5,0.212,0.031,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.454,81.839,-186,-303,-0.756,0.453,-0.05,0.005,22,461.985,456.487,1.362,2.097,59.153,216.011,-1.135,2.228,0,0,0,0,30477
191.043,396.385,7.5,7.5,0.249,0.036,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.689,82.273,-184.5,-303,-0.765,0.434,-0.05,0.004,21,463.346,458.584,1.362,2.097,58.018,218.238,-1.135,2.228,0,0,0,0,30487
191.326,396.426,7.5,7.5,0.284,0.04,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.914,82.688,-183,-303,-0.774,0.415,-0.05,0.003,20,464.708,460.68,1.362,2.097,56.883,220.466,-1.135,2.228,0,0,0,0,30495
191.643,396.47,7.5,7.5,0.316,0.044,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.131,83.083,-181.5,-303,-0.783,0.395,-0.05,0.001,19,466.069,462.777,1.362,2.097,55.748,222.693,-1.135,2.228,0,0,0,0,30503
191.99,396.518,7.5,7.5,0.348,0.048,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.34,83.46,-181.5,-304.5,-0.791,0.377,-0.05,0.001,18,467.431,464.874,1.362,2.097,54.613,224.921,-1.135,2.228,0,0,0,0,30512
192.368,396.57,7.5,7.5,0.377,0.052,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.54,83.82,-181.5,-306,-0.799,0.359,-0.05,0.001,17,468.793,466.97,1.362,2.097,53.479,227.148,-1.135,2.228,0,0,0,0,30520
192.774,396.626,7.5,7.5,0.406,0.056,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.734,84.162,-181.5,-307.5,-0.807,0.343,-0.05,0.001,16,470.154,469.067,1.362,2.097,52.344,229.376,-1.135,2.228,0,0,0,0,30528
193.206,396.685,7.5,7.5,0.432,0.059,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.92,84.489,-181.5,-309,-0.814,0.327,-0.05,0.001,15,471.516,471.164,1.362,2.097,51.209,231.603,-1.135,2.228,0,0,0,0,30537
193.664,396.748,7.5,7.5,0.458,0.062,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.099,84.801,-181.5,-310.5,-0.821,0.312,-0.05,0.001,14,472.877,473.26,1.362,2.097,50.074,233.831,-1.135,2.228,0,0,0,0,30545
194.146,396.813,7.5,7.5,0.482,0.065,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.272,85.098,-181.5,-312,-0.827,0.297,-0.05,0.001,13,474.239,475.357,1.362,2.097,48.939,236.058,-1.135,2.228,0,0,0,0,30553
194.651,396.881,7.5,7.5,0.505,0.068,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.438,85.382,-181.5,-313.5,-0.833,0.284,-0.05,0.001,12,475.601,477.454,1.362,2.097,47.804,238.286,-1.135,2.228,0,0,0,0,30561
195.178,396.953,7.5,7.5,0.527,0.071,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.599,85.652,-181.5,-315,-0.839,0.271,-0.05,0.001,11,476.962,479.55,1.362,2.097,46.669,240.513,-1.135,2.228,0,0,0,0,30570
195.726,397.026,7.5,7.5,0.548,0.074,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.754,85.911,-181.5,-316.5,-0.845,0.258,-0.05,0.001,10,478.324,481.647,1.362,2.097,45.534,242.741,-1.135,2.228,0,0,0,0,30578
196.293,397.103,7.5,7.5,0.567,0.076,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.904,86.158,-181.5,-318,-0.85,0.247,-0.05,0.001,9,479.685,483.744,1.362,2.097,44.399,244.968,-1.135,2.228,0,0,0,0,30586
196.879,397.181,7.5,7.5,0.586,0.079,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.049,86.393,-181.5,-319.5,-0.855,0.236,-0.05,0.001,8,481.047,485.84,1.362,2.097,43.264,247.196,-1.135,2.228,0,0,0,0,30595
197.483,397.262,7.5,7.5,0.604,0.081,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.19,86.618,-181.5,-321,-0.86,0.225,-0.05,0.001,7,482.409,487.937,1.362,2.097,42.129,249.423,-1.135,2.228,0,0,0,0,30603
198.104,397.345,7.5,7.5,0.621,0.083,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.326,86.834,-181.5,-322.5,-0.864,0.215,-0.05,0.001,6,483.77,490.034,1.362,2.097,40.994,251.651,-1.135,2.228,0,0,0,0,30611
198.741,397.431,7.5,7.5,0.637,0.085,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.457,87.039,-181.5,-324,-0.868,0.206,-0.05,0.001,5,485.132,492.13,1.362,2.097,39.859,253.878,-1.135,2.228,0,0,0,0,30620
199.393,397.518,7.5,7.5,0.652,0.087,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.585,87.236,-181.5,-325.5,-0.873,0.197,-0.05,0.001,4,486.493,494.227,1.362,2.097,38.724,256.106,-1.135,2.228,0,0,0,0,30628
200.06,397.607,7.5,7.5,0.667,0.089,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.708,87.424,-181.5,-327,-0.876,0.188,-0.05,0.001,3,487.855,496.324,1.362,2.097,37.589,258.333,-1.135,2.228,0,0,0,0,30636
200.74,397.697,7.5,7.5,0.68,0.091,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.828,87.603,-181.5,-328.5,-0.88,0.18,-0.05,0.001,2,489.217,498.42,1.362,2.097,36.454,260.561,-1.135,2.228,0,0,0,0,30645
201.434,397.79,7.5,7.5,0.693,0.092,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.945,87.776,-181.5,-330,-0.884,0.172,-0.05,0.001,1,36.454,260.561,-1.135,2.228,0,0,0,0,0,0,0,0,30653
202.14,397.884,7.5,7.5,0.706,0.094,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.058,87.94,-181.5,-331.5,-0.887,0.165,-0.05,0.001,0,35.319,262.788,-1.135,2.228,0,0,0,0,0,0,0,0,30661
202.857,397.979,7.5,7.5,0.718,0.095,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.168,88.098,-181.5,-333,-0.89,0.158,-0.05,0.001,99,34.184,265.016,-1.135,2.228,0,0,0,0,0,0,0,0,30669
203.586,398.076,7.5,7.5,0.729,0.097,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.275,88.249,-181.5,-334.5,-0.893,0.151,-0.05,0.001,98,33.049,267.243,-1.135,2.228,121.997,98.609,2.228,1.135,0,0,0,0,30679
204.326,398.174,7.5,7.5,0.74,0.098,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.379,88.394,-181.5,-336,-0.896,0.145,-0.05,0.001,97,31.914,269.471,-1.135,2.228,124.224,99.744,2.228,1.135,0,0,0,0,30686
205.075,398.274,7.5,7.5,0.75,0.1,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.481,88.533,-181.5,-337.5,-0.898,0.139,-0.05,0.001,96,30.779,271.698,-1.135,2.228,126.452,100.879,2.228,1.135,0,0,0,0,30694
205.835,398.374,7.5,7.5,0.759,0.101,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.58,88.666,-181.5,-339,-0.901,0.133,-0.05,0.001,95,29.644,273.926,-1.135,2.228,128.679,102.014,2.228,1.135,0,0,0,0,30702
206.603,398.476,7.5,7.5,0.768,0.102,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.676,88.793,-181.5,-340.5,-0.903,0.128,-0.05,0.001,94,28.509,276.154,-1.135,2.228,130.907,103.149,2.228,1.135,0,0,0,0,30712
207.38,398.579,7.5,7.5,0.777,0.103,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.77,88.916,-181.5,-342,-0.906,0.123,-0.05,0.001,93,27.374,278.381,-1.135,2.228,133.134,104.284,2.228,1.135,0,0,0,0,30720
208.165,398.683,7.5,7.5,0.785,0.104,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.862,89.034,-181.5,-343.5,-0.908,0.118,-0.05,0.001,92,26.239,280.609,-1.135,2.228,135.362,105.419,2.228,1.135,0,0,0,0,30729
208.958,398.788,7.5,7.5,0.793,0.105,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.952,89.147,-181.5,-345,-0.91,0.113,-0.05,0.001,91,25.104,282.836,-1.135,2.228,137.589,106.554,2.228,1.135,0,0,0,0,30736
209.759,398.894,7.5,7.5,0.801,0.106,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.04,89.255,-181.5,-346.5,-0.912,0.109,-0.05,0.001,90,23.969,285.064,-1.135,2.228,139.817,107.689,2.228,1.135,0,0,0,0,30745
210.567,399.001,7.5,7.5,0.808,0.107,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.126,89.36,-181.5,-348,-0.914,0.104,-0.05,0.001,89,22.834,287.291,-1.135,2.228,142.044,108.824,2.228,1.135,0,0,0,0,30753
211.381,399.109,7.5,7.5,0.814,0.108,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.211,89.46,-181.5,-349.5,-0.916,0.1,-0.05,0.001,88,21.699,289.519,-1.135,2.228,144.272,109.959,2.228,1.135,0,0,0,0,30762
212.202,399.218,7.5,7.5,0.821,0.109,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.293,89.557,-181.5,-351,-0.917,0.097,-0.05,0.001,87,20.564,291.746,-1.135,2.228,146.499,111.094,2.228,1.135,0,0,0,0,30770
213.028,399.327,7.5,7.5,0.827,0.109,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.374,89.65,-181.5,-352.5,-0.919,0.093,-0.05,0.001,86,19.429,293.974,-1.135,2.228,148.727,112.229,2.228,1.135,0,0,0,0,30778
213.861,399.437,7.5,7.5,0.833,0.11,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.454,89.739,-181.5,-354,-0.921,0.09,-0.05,0.001,85,18.294,296.201,-1.135,2.228,150.954,113.364,2.228,1.135,0,0,0,0,30786
214.699,399.548,7.5,7.5,0.838,0.111,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.532,89.826,-181.5,-355.5,-0.922,0.086,-0.05,0.001,84,17.159,298.429,-1.135,2.228,153.182,114.499,2.228,1.135,0,0,0,0,30795
215.542,399.659,7.5,7.5,0.843,0.111,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.608,89.909,-181.5,-357,-0.923,0.083,-0.05,0.001,83,16.024,300.656,-1.135,2.228,155.409,115.634,2.228,1.135,0,0,0,0,30803
216.39,399.771,7.5,7.5,0.848,0.112,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.684,89.99,-181.5,-358.5,-0.925,0.08,-0.05,0.001,82,14.889,302.884,-1.135,2.228,157.637,116.769,2.228,1.135,0,0,0,0,30811
217.243,399.884,7.5,7.5,0.853,0.113,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.758,90.067,-181.5,0,-0.926,0.078,-0.05,0.001,81,13.754,305.111,-1.135,2.228,159.864,117.904,2.228,1.135,0,0,0,0,30819
218.1,399.997,7.5,7.5,0.857,0.113,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.831,90.142,-181.5,-1.5,-0.927,0.075,-0.05,0.001,80,12.619,307.339,-1.135,2.228,162.092,119.039,2.228,1.135,0,0,0,0,30828
218.962,400.111,7.5,7.5,0.862,0.114,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.902,90.215,-181.5,-3,-0.928,0.072,-0.05,0.001,79,11.484,309.566,-1.135,2.228,164.319,120.174,2.228,1.135,0,0,0,0,30837
219.827,400.225,7.5,7.5,0.866,0.114,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.973,90.285,-181.5,-4.5,-0.929,0.07,-0.05,0.001,78,10.349,311.794,-1.135,2.228,166.547,121.309,2.228,1.135,0,0,0,0,30844
220.697,400.34,7.5,7.5,0.869,0.115,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.043,90.353,-181.5,-6,-0.93,0.068,-0.05,0.001,77,9.214,314.021,-1.135,2.228,168.774,122.444,2.228,1.135,0,0,0,0,30853
221.57,400.455,7.5,7.5,0.873,0.115,0.05,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.111,90.418,-181.5,-7.5,-0.931,0.066,-0.05,0.001,76,8.079,316.249,-1.135,2.228,171.002,123.579,2.228,1.135,0,0,0,0,30861
